aerodromo,ocorrencia_cidade,qtde_ocorr,qtde_saida_pista,perc_ocorr
SSBR,BANDEIRANTES,1,,
SSCE,SÃO JOSÉ DE MIPIBU,1,,
SSCF,CAMPO LARGO,1,,
SSCP,CORNÉLIO PROCÓPIO,1,,
SSCR,MARECHAL CÂNDIDO RONDON,1,,
SSCT,CIANORTE,1,,
SSCW,NOVA MARINGÁ,1,,
SSGG,GUARAPUAVA,1,,
SSHA,AQUIDAUANA,1,,
SSIM,FORQUILHINHA,1,,
SSIQ,ITAQUI,1,,
SSJA,JOAÇABA,1,,
SSJL,BONFIM,1,,
SSMH,MARECHAL THAUMATURGO,1,,
SSMK,ELDORADO DO SUL,1,,
SSMW,PERUÍBE,1,,
SSNB,NAVIRAÍ,1,,
SSNV,CORUMBÁ,1,,
SSOL,CAMPO BELO,1,,
SSOL,LAVRAS,1,,
SSOT,SÃO ROMÃO,1,,
SSPB,PATO BRANCO,1,,
SSPG,PARANAGUÁ,1,,
SSPO,ITAPORÃ,1,,
SSPQ,SANTA ROSA DO PURUS,1,,
SSPS,PALMAS,1,,
SSPV,MARECHAL THAUMATURGO,1,,
SSQI,SORRISO,1,,
SSQT,CASTRO,1,,
SSQW,CAMPINAS,1,,
SSRB,RIO BRILHANTE,1,,
SSSB,SÃO BORJA,1,,
SSSE,ARAUCÁRIA,1,,
SSSG,SÃO GABRIEL,1,,
SSSS,SÃO FRANCISCO DO SUL,1,,
SSSZ,SERTANÓPOLIS,1,,
SSTL,TRÊS LAGOAS,1,,
SSUB,SÃO PAULO,1,,
SSUL,SÃO JOSÉ DOS PINHAIS,1,,
SSUM,UMUARAMA,1,,
SSVA,LADÁRIO,1,,
SSVL,TELÊMACO BORBA,1,,
SSVS,JUNDIAÍ,1,,
SSWF,RIBAS DO RIO PARDO,1,,
SSZL,BRASILÂNDIA,1,,
SWAT,PRADO,1,,
SWEI,EIRUNEPÉ,1,,
SWEQ,BELÉM,1,,
SWEW,PORTO ESPERIDIÃO,1,,
SWFV,GUAPÉ,1,,
SWGL,GETÚLIO VARGAS,1,,
SWGM,CUIABÁ,1,,
SWGP,PALMEIRAS DE GOIÁS,1,,
SWGW,JUSSARA,1,,
SWIN,TANGARÁ DA SERRA,1,,
SWJP,JAPURÁ,1,,
SWKF,TRÊS LAGOAS,1,,
SWKN,CALDAS NOVAS,1,,
SWLW,SÃO LUÍS,1,,
SWME,MINEIROS,1,,
SWME,PORECATU,1,,
SWMO,JUSCIMEIRA,1,,
SWMZ,RONDONÓPOLIS,1,,
SWNB,NOBRES,1,,
SWNG,MARIANA,1,,
SWNK,BOCA DO ACRE,1,,
SWOK,ITIQUIRA,1,,
SWOZ,CAMPO VERDE,1,,
SWPA,NOVA UBIRATÃ,1,,
SWPC,SÃO GABRIEL DA CACHOEIRA,1,,
SWPM,PIMENTA BUENO,1,,
SWPQ,PORTO ALEGRE DO NORTE,1,,
SWQC,RIO VERDE,1,,
SWQE,SÃO GABRIEL DA CACHOEIRA,1,,
SWQI,CARACARAÍ,1,,
SWRW,MIRASSOL D'OESTE,1,,
SWRZ,NORTELÂNDIA,1,,
SWSL,LUCAS DO RIO VERDE,1,,
SWTO,PARAÍSO DO TOCANTINS,1,,
SWUV,SEBASTIÃO LEAL,1,,
SWVC,VILA RICA,1,,
SWVI,FORMOSA DO RIO PRETO,1,,
SWVR,SINOP,1,,
SWVW,FORMIGA,1,,
SWVZ,NOBRES,1,,
SWWA,PORANGATU,1,,
SWWF,CÁCERES,1,,
SWWU,URUAÇU,1,,
SWXJ,CUIABÁ,1,,
SWYH,ARAPUTANGA,1,,
SWYV,IBIRÁ,1,,
SWYW,ALTO GARÇAS,1,,
